,GSVA_score,AveExpr,t,P.Value,adj.P.Val,B
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_GLYCOSYL_BONDS,0.251060343,-0.034368698,4.548071382,3.83E-05,0.000263109,2.051972193
MIR_466B_5P_MIR_466O_5P,0.299304186,-0.044176473,4.547327036,3.84E-05,0.000263591,2.04966253
chr16B5,-0.422564597,0.030616248,-4.546988772,3.85E-05,0.000263616,2.048612964
GOCC_ENDOCYTIC_VESICLE_MEMBRANE,0.638021192,-0.100627075,4.54689716,3.85E-05,0.000263616,2.048328714
GOMF_SUMO_TRANSFERASE_ACTIVITY,0.548045877,-0.051932051,4.546678499,3.85E-05,0.000263616,2.047650271
GOMF_S_ADENOSYLMETHIONINE_DEPENDENT_METHYLTRANSFERASE_ACTIVITY,0.589742863,-0.086367737,4.546545061,3.85E-05,0.000263616,2.047236256
GOBP_AMP_BIOSYNTHETIC_PROCESS,0.732863265,-0.1027873,4.545515451,3.87E-05,0.000264347,2.044041864
GOBP_HISTONE_H4_K5_ACETYLATION,0.746489743,-0.111577175,4.545255593,3.87E-05,0.000264409,2.043235689
GOMF_NUCLEAR_IMPORT_SIGNAL_RECEPTOR_ACTIVITY,0.659687441,-0.101800494,4.545004714,3.87E-05,0.000264464,2.042457389
MIR_873A_5P,0.309955857,-0.04452618,4.543833883,3.89E-05,0.000265249,2.038825324
GOMF_PHOSPHATIDYLINOSITOL_3_5_BISPHOSPHATE_BINDING,0.410930056,-0.038352317,4.543728127,3.89E-05,0.000265249,2.038497273
GOBP_CAMKK_AMPK_SIGNALING_CASCADE,0.659284434,-0.099874532,4.542855572,3.90E-05,0.000265657,2.035790741
MIR_3961,0.431711587,-0.080179225,4.542707837,3.90E-05,0.000265657,2.035332509
MIR_7060_3P,0.406980718,-0.086298142,4.542699304,3.90E-05,0.000265657,2.035306043
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,0.446172268,-0.070464236,4.542000227,3.91E-05,0.000266104,2.033137779
MP_INCREASED_MAMMARY_ADENOCARCINOMA_INCIDENCE,0.623600337,-0.104368249,4.541740157,3.91E-05,0.000266168,2.032331176
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNOGLOBULINS_INVOLVED_IN_IMMUNE_RESPONSE,0.418095452,-0.094025908,4.541515334,3.92E-05,0.000266201,2.031633902
MIR_1928,0.329953622,-0.051047065,4.541126227,3.92E-05,0.000266379,2.030427146
MIR_329_3P,0.420909206,-0.068953922,4.540594955,3.93E-05,0.000266524,2.028779544
MIR_223_3P,0.345356702,-0.079212644,4.540586845,3.93E-05,0.000266524,2.028754395
GOBP_DNA_MODIFICATION,0.325931138,-0.05110598,4.540197277,3.93E-05,0.000266702,2.027546296
MIR_6371,0.312050079,-0.048341744,4.539860397,3.94E-05,0.000266834,2.026501623
MIR_6904_3P,0.37055474,-0.064959088,4.539225413,3.95E-05,0.000267228,2.024532594
GOBP_REGULATION_OF_HISTONE_METHYLATION,0.534921798,-0.081939573,4.537358243,3.97E-05,0.000268709,2.018743257
GOMF_DNA_POLYMERASE_BINDING,0.599695621,-0.096933809,4.53691967,3.98E-05,0.000268932,2.017383548
REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION,0.669533222,-0.100796614,4.536258025,3.98E-05,0.000269353,2.015332335
MIR_686,0.271840952,-0.021308453,4.535802281,3.99E-05,0.000269592,2.013919516
MIR_96_5P,0.26781851,-0.04758292,4.535515984,3.99E-05,0.000269681,2.013032016
GOBP_NEGATIVE_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,0.436644553,0.002786489,4.534753753,4.00E-05,0.000270193,2.010669248
MIR_6335,0.353925274,-0.059418745,4.534070494,4.01E-05,0.000270441,2.008551403
GOCC_PROTEIN_LIPID_COMPLEX,-0.486694774,0.064785497,-4.534067525,4.01E-05,0.000270441,2.008542199
GOMF_DEUBIQUITINASE_ACTIVITY,0.584145988,-0.080925729,4.533917525,4.02E-05,0.000270441,2.008077273
WP_MECHANISMS_ASSOCIATED_WITH_PLURIPOTENCY,0.460276143,-0.063131271,4.533471756,4.02E-05,0.000270497,2.006695638
GOBP_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS,0.475843537,-0.072177453,4.533321537,4.02E-05,0.000270497,2.006230054
GOBP_HISTONE_H3_K27_METHYLATION,0.561510058,-0.074702782,4.533299842,4.02E-05,0.000270497,2.006162812
GOBP_POSITIVE_REGULATION_OF_BONE_RESORPTION,0.375136281,-0.071007842,4.533071585,4.03E-05,0.000270536,2.005455372
REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS,0.627700462,-0.099005238,4.532410771,4.04E-05,0.000270959,2.003407376
MIR_7230_5P,0.394584399,-0.086339695,4.532195652,4.04E-05,0.000270986,2.002740703
GOBP_REGULATION_OF_NMDA_RECEPTOR_ACTIVITY,-0.369851329,0.006047945,-4.531845577,4.04E-05,0.000271134,2.00165581
MIR_7231_3P,0.279643736,-0.020488264,4.53150041,4.05E-05,0.000271277,2.000586161
MIR_5104B_5P,0.424641398,-0.077703425,4.531309788,4.05E-05,0.000271283,1.999995451
GOBP_REGULATION_OF_PH,0.215180113,-0.014958608,4.530617814,4.06E-05,0.000271552,1.997851191
GOCC_TRANS_GOLGI_NETWORK,0.378818084,-0.048338888,4.530540059,4.06E-05,0.000271552,1.997610253
GOBP_REGULATION_OF_TOR_SIGNALING,0.437254306,-0.058367108,4.530283842,4.06E-05,0.000271552,1.996816334
MIR_7013_5P,0.259818241,-0.061830225,4.530271252,4.06E-05,0.000271552,1.996777324
REACTOME_CDC42_GTPASE_CYCLE,0.435783917,-0.074339313,4.529688089,4.07E-05,0.000271909,1.994970389
GOBP_CALMODULIN_DEPENDENT_KINASE_SIGNALING_PATHWAY,0.556401096,-0.104769456,4.528993328,4.08E-05,0.00027236,1.992817779
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,0.69188317,-0.13309365,4.528743325,4.08E-05,0.00027236,1.99204321
MIR_6914_3P,0.321598095,-0.055257027,4.528632456,4.09E-05,0.00027236,1.991699717
GOBP_REGULATION_OF_RELAXATION_OF_MUSCLE,-0.509949632,0.094755403,-4.527052516,4.11E-05,0.000273613,1.986805112
GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX,0.370661955,-0.06647879,4.526647909,4.11E-05,0.000273812,1.985551753
BIOCARTA_NFAT_PATHWAY,0.342548074,-0.042833049,4.526217846,4.12E-05,0.000273979,1.984219581
GOCC_TRANSCRIPTION_FACTOR_TFIIH_HOLO_COMPLEX,0.702666447,-0.111985803,4.526095893,4.12E-05,0.000273979,1.983841827
GOBP_REGULATION_OF_AUTOPHAGY,0.457714152,-0.063000935,4.525101542,4.13E-05,0.00027471,1.98076192
GOBP_MITOCHONDRIAL_RNA_PROCESSING,0.665634967,-0.102194937,4.524681491,4.14E-05,0.000274924,1.979460927
GOBP_MITOTIC_RECOMBINATION,0.552828128,-0.126218331,4.524302703,4.14E-05,0.000275101,1.978287772
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI,-0.528260381,0.112575305,-4.522677981,4.17E-05,0.000276407,1.973256216
GOMF_C_C_CHEMOKINE_RECEPTOR_ACTIVITY,-0.580820848,0.036391035,-4.522204795,4.17E-05,0.000276671,1.971790944
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS,0.483539347,-0.062367908,4.521585035,4.18E-05,0.000277068,1.969871877
MIR_665_5P,0.366187734,-0.051817246,4.520797174,4.19E-05,0.00027762,1.967432431
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,0.346675025,-0.054167394,4.520435077,4.20E-05,0.000277784,1.966311325
GOBP_CYTOPLASMIC_SEQUESTERING_OF_TRANSCRIPTION_FACTOR,0.70724958,-0.085106634,4.518786361,4.22E-05,0.000279124,1.961207082
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA,0.667420025,-0.095769683,4.517803712,4.23E-05,0.000279859,1.958165237
ZFP961_TARGET_GENES,0.249157435,-0.049256622,4.51726093,4.24E-05,0.000280191,1.956485129
GOMF_SIALIC_ACID_BINDING,-0.49436156,0.056621133,-4.51586258,4.26E-05,0.000281311,1.952157073
MIR_491_3P,0.362220435,-0.055346794,4.515647289,4.26E-05,0.000281342,1.951490764
REACTOME_LAGGING_STRAND_SYNTHESIS,0.708906137,-0.114878456,4.51478223,4.28E-05,0.00028191,1.948813603
REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES,0.752189301,-0.124017988,4.51467022,4.28E-05,0.00028191,1.94846697
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE,0.620212429,-0.11894887,4.513497056,4.29E-05,0.000282829,1.944836631
REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING,-0.551688044,0.134992888,-4.51325867,4.30E-05,0.000282882,1.944098991
MIR_7027_5P,0.293487272,-0.062488075,4.512164047,4.31E-05,0.000283731,1.940712077
MIR_344F_3P,0.374367521,-0.07999819,4.511610602,4.32E-05,0.000284001,1.938999757
MIR_470_3P,0.405068212,-0.04021584,4.511511977,4.32E-05,0.000284001,1.938694627
MIR_7226_3P,0.290023846,-0.049607652,4.510785767,4.33E-05,0.000284509,1.936447921
MIR_1970C_5P,0.307066351,-0.035903938,4.510052632,4.34E-05,0.000285025,1.934179931
MIR_203_5P,0.422952043,-0.073991991,4.509644222,4.35E-05,0.000285238,1.932916551
GOCC_GOLGI_MEMBRANE,0.437837788,-0.055880488,4.509177118,4.36E-05,0.000285373,1.93147166
MIR_712_5P,0.246174229,-0.060528935,4.509139398,4.36E-05,0.000285373,1.931354982
GOBP_HISTONE_H3_K9_METHYLATION,0.550389577,-0.103931048,4.508175659,4.37E-05,0.000286107,1.928374037
GOCC_GOLGI_APPARATUS_SUBCOMPARTMENT,0.387818588,-0.050880266,4.507438995,4.38E-05,0.000286586,1.92609562
GOBP_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS,0.342306971,-0.039297976,4.507304798,4.38E-05,0.000286586,1.925680579
BIOCARTA_PRC2_PATHWAY,0.626361682,-0.082676734,4.505949423,4.40E-05,0.000287553,1.921488963
MIR_7077_3P,0.345109782,-0.053358731,4.505917937,4.40E-05,0.000287553,1.921391596
MIR_3098_3P,0.302804278,-0.05423794,4.505448111,4.41E-05,0.000287758,1.919938734
GOMF_ANNEALING_ACTIVITY,0.635660259,-0.09917719,4.50533456,4.41E-05,0.000287758,1.919587601
BIOCARTA_PITX2_PATHWAY,0.670641335,-0.086462828,4.505160707,4.41E-05,0.000287758,1.919050009
MIR_12202_5P,0.427445627,-0.077437038,4.503897045,4.43E-05,0.000288563,1.915142706
GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION,0.389971795,-0.067574139,4.503701354,4.43E-05,0.000288563,1.914537655
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION,0.715292196,-0.093266576,4.503651003,4.43E-05,0.000288563,1.914381977
MIR_669H_3P,0.220223554,-0.002618174,4.50359147,4.44E-05,0.000288563,1.914197912
GOBP_INOSITOL_METABOLIC_PROCESS,0.518383067,-0.065348997,4.502717425,4.45E-05,0.000289221,1.91149563
BIOCARTA_ATM_PATHWAY,0.469447334,-0.068885219,4.502143413,4.46E-05,0.000289596,1.909721065
MIR_7688_5P,0.350382362,-0.04638432,4.501840458,4.46E-05,0.000289713,1.908784512
GOCC_ANAPHASE_PROMOTING_COMPLEX,0.654984298,-0.093220632,4.501528181,4.47E-05,0.00028984,1.907819165
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE,-0.513143993,0.082549219,-4.501215586,4.47E-05,0.000289967,1.906852856
GOMF_PHOSPHOLIPID_TRANSFER_ACTIVITY,0.45757018,-0.070298663,4.500851659,4.48E-05,0.000290039,1.905727904
GOBP_COLLECTING_DUCT_DEVELOPMENT,-0.623868969,0.178165714,-4.500782626,4.48E-05,0.000290039,1.905514515
GOMF_ABC_TYPE_XENOBIOTIC_TRANSPORTER_ACTIVITY,0.506644704,-0.114686342,4.500218772,4.48E-05,0.000290406,1.903771632
MIR_1197_3P,0.308333222,-0.031757977,4.499397408,4.50E-05,0.000291007,1.90123293
GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,0.529154269,-0.104711758,4.499230909,4.50E-05,0.000291007,1.90071833
GOBP_NEGATIVE_REGULATION_OF_LIPID_STORAGE,0.41739434,-0.047977554,4.498202532,4.51E-05,0.000291819,1.897540072
GOBP_RESPONSE_TO_INSULIN,0.345791417,-0.03257475,4.497915816,4.52E-05,0.000291923,1.896654008
MIR_1982_5P,0.262253424,-0.027598935,4.49699855,4.53E-05,0.000292631,1.89381944
GOMF_ATP_DEPENDENT_ACTIVITY_ACTING_ON_RNA,0.586289697,-0.08799283,4.496365304,4.54E-05,0.000293068,1.891862689
MARKEY_RB1_CHRONIC_LOF_UP,0.381005592,-0.073592647,4.495100774,4.56E-05,0.000294114,1.887955555
GOMF_SIGNALING_RECEPTOR_INHIBITOR_ACTIVITY,-0.474639964,0.013429295,-4.494791119,4.57E-05,0.000294241,1.886998848
GIBBONS_GENETIC_MOUSE_MODEL_LUNG_ADENOCARCINOMA_DOWN_IN_METASTASIS,-0.691231467,0.061154178,-4.494330689,4.57E-05,0.000294413,1.885576357
chr17E3,0.353658249,-0.079045102,4.494257287,4.57E-05,0.000294413,1.885349586
MIR_493_5P,0.290533277,-0.054376035,4.492772877,4.60E-05,0.000295677,1.880763918
IKEDA_MIR30_TARGETS_UP,0.472230848,-0.050526495,4.492386673,4.60E-05,0.000295879,1.879570943
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,0.449141948,-0.05473633,4.491669917,4.61E-05,0.000296403,1.877357003
GOBP_GLUCAN_BIOSYNTHETIC_PROCESS,0.352251409,-0.033667088,4.490519816,4.63E-05,0.000297349,1.873804807
GOBP_PROTEIN_TARGETING,0.48823113,-0.06924202,4.490058507,4.64E-05,0.00029755,1.872380106
GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,0.495162508,-0.034868038,4.489763221,4.64E-05,0.00029755,1.871468179
MIR_883A_3P_MIR_883B_3P,0.405919059,-0.065177084,4.489685788,4.64E-05,0.00029755,1.871229046
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION,0.339104012,-0.069409306,4.489605613,4.64E-05,0.00029755,1.870981449
MIR_7079_5P,0.408703209,-0.085006982,4.488259977,4.66E-05,0.000298692,1.866826075
GOMF_ACID_AMINO_ACID_LIGASE_ACTIVITY,0.403165117,-0.059676259,4.487491938,4.68E-05,0.000299271,1.864454554
MIR_7682_3P,0.299267077,-0.049372735,4.486988686,4.68E-05,0.000299444,1.862900714
MIR_551B_5P,0.357323766,-0.042409251,4.486962114,4.68E-05,0.000299444,1.862818673
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX,0.487516491,-0.061704169,4.486385575,4.69E-05,0.000299837,1.861038638
GOMF_HISTONE_H3K4_METHYLTRANSFERASE_ACTIVITY,0.620368481,-0.101892692,4.485789772,4.70E-05,0.000300249,1.859199217
GOBP_PROTEIN_PALMITOYLATION,0.417166088,-0.044016766,4.485500927,4.71E-05,0.00030036,1.858307498
GOBP_HISTONE_H3_K9_MODIFICATION,0.491629833,-0.075036916,4.485085746,4.71E-05,0.000300595,1.857025795
MIR_3093_5P,0.440178008,-0.019925396,4.48470986,4.72E-05,0.000300792,1.855865438
GOBP_PHOSPHATIDYLINOSITOL_3_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.670481948,-0.105959362,4.482744227,4.75E-05,0.000302533,1.849798144
GOBP_HISTONE_METHYLATION,0.561001061,-0.082883003,4.482596539,4.75E-05,0.000302533,1.84934232
GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,0.582980856,-0.09009467,4.481454673,4.77E-05,0.000303407,1.845818243
GOBP_REGULATION_OF_MODIFICATION_OF_SYNAPTIC_STRUCTURE,0.528171479,-0.083734704,4.481363805,4.77E-05,0.000303407,1.845537816
GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION,0.573963191,-0.123537168,4.480723529,4.78E-05,0.000303735,1.84356193
MIR_105,0.368481624,-0.037832496,4.480683244,4.78E-05,0.000303735,1.843437614
MIR_6986_5P,0.374279683,-0.070375184,4.479726929,4.80E-05,0.000304512,1.840486646
GOBP_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.335896231,-0.07962457,4.479357223,4.80E-05,0.000304706,1.839345881
GOMF_ORGANOPHOSPHATE_ESTER_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.384194331,-0.029893525,4.478851849,4.81E-05,0.000305036,1.837786558
GOBP_DENDRITIC_TRANSPORT,0.399695329,-0.050754557,4.477675098,4.83E-05,0.000306038,1.834155968
GOBP_PHOSPHATIDYLINOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS,0.522999853,-0.096315493,4.477334894,4.83E-05,0.000306203,1.833106414
GOBP_MICROTUBULE_ORGANIZING_CENTER_LOCALIZATION,0.460199051,-0.087532438,4.476469076,4.85E-05,0.000306848,1.830435442
MIR_7019_3P,0.359475429,-0.059220633,4.476193498,4.85E-05,0.000306848,1.829585352
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,0.361810542,-0.033088043,4.476043384,4.85E-05,0.000306848,1.829122293
GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,0.473041247,-0.082784737,4.475993561,4.86E-05,0.000306848,1.828968606
MIR_8119,0.339707867,-0.043694505,4.474965199,4.87E-05,0.000307706,1.825796582
MIR_455_3P,0.376983851,-0.070586541,4.473736868,4.89E-05,0.00030877,1.822008108
MIR_466Q,0.323033468,-0.052786968,4.473480456,4.90E-05,0.000308853,1.821217319
GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,0.609255287,-0.092683492,4.472969628,4.90E-05,0.000309193,1.819641951
MIR_7012_5P,0.344438378,-0.045957335,4.472690545,4.91E-05,0.000309299,1.818781301
GOCC_VOLTAGE_GATED_SODIUM_CHANNEL_COMPLEX,-0.794822534,0.224694847,-4.471722859,4.92E-05,0.000310103,1.815797261
GOBP_RECEPTOR_METABOLIC_PROCESS,0.38506275,-0.053453775,4.471318433,4.93E-05,0.000310261,1.814550214
MIR_6996_5P,0.291295473,-0.037766661,4.471219406,4.93E-05,0.000310261,1.81424487
GOBP_SECRETION_OF_LYSOSOMAL_ENZYMES,0.587840652,-0.058975454,4.470949596,4.94E-05,0.000310359,1.813412939
GOBP_REGULATION_OF_HISTONE_H3_K9_METHYLATION,0.514553139,-0.10459939,4.470728544,4.94E-05,0.000310407,1.812731364
chr12C1,0.316030883,-0.074325,4.469508396,4.96E-05,0.000311417,1.808969479
SAENZ_DETOX_PATHWAY_AND_CARCINOGENESIS_DN,-0.613807091,0.173658913,-4.469388352,4.96E-05,0.000311417,1.808599386
GOCC_BLOC_COMPLEX,0.680474239,-0.121754439,4.468851656,4.97E-05,0.000311788,1.80694482
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,0.408079561,-0.062251982,4.46742435,4.99E-05,0.000312897,1.802544978
MIR_127_5P,0.26418016,-0.063859516,4.467419664,4.99E-05,0.000312897,1.802530533
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS,-0.605038006,0.118102233,-4.466684303,5.01E-05,0.000313324,1.800263905
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES,0.561993867,-0.127266081,4.466656285,5.01E-05,0.000313324,1.800177547
GOBP_HISTONE_DEUBIQUITINATION,0.595090391,-0.090722647,4.466419907,5.01E-05,0.000313389,1.799448984
MIR_499_3P,0.272369248,-0.039612732,4.466095639,5.02E-05,0.000313544,1.798449548
GOCC_SARCOPLASMIC_RETICULUM_MEMBRANE,-0.425621736,0.126113838,-4.465385152,5.03E-05,0.000314096,1.796259833
GOMF_EXONUCLEASE_ACTIVITY,0.561738928,-0.077374725,4.464911642,5.03E-05,0.000314406,1.794800553
GOBP_GOLGI_RIBBON_FORMATION,0.601852089,-0.087181885,4.464308942,5.04E-05,0.000314848,1.792943217
GOBP_GLUCOSE_IMPORT,0.355372876,-0.044620441,4.464024946,5.05E-05,0.000314963,1.792068061
MIR_6923_5P,0.397806227,-0.071291176,4.463514921,5.06E-05,0.000315184,1.790496436
AHCY_AHCYL_TARGET_GENES,0.510718127,-0.078194114,4.463466111,5.06E-05,0.000315184,1.790346033
GOBP_DNA_METHYLATION,0.286282565,-0.018531661,4.461703545,5.09E-05,0.000316827,1.784915282
GOBP_PIGMENT_ACCUMULATION,0.476850011,-0.055175028,4.46149584,5.09E-05,0.000316864,1.784275363
GOBP_VIRAL_RNA_GENOME_REPLICATION,0.548869733,-0.082839426,4.460446955,5.11E-05,0.000317774,1.781044028
GOBP_REGULATION_OF_CENTROSOME_DUPLICATION,0.49787884,-0.092579187,4.459931975,5.12E-05,0.00031813,1.779457617
GOCC_STEREOCILIUM_TIP,-0.533164972,0.08059703,-4.456483732,5.18E-05,0.000321555,1.768837003
GOBP_CELLULAR_SENESCENCE,0.486292164,-0.07124618,4.455141374,5.20E-05,0.000322788,1.764703381
GOBP_REGULATION_OF_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.459435294,-0.06030069,4.45440877,5.21E-05,0.00032338,1.762447621
MIR_5623_3P,0.290158448,-0.04509516,4.453901916,5.22E-05,0.000323734,1.760887049
MIR_3066_5P,0.290116334,-0.045798045,4.453370964,5.23E-05,0.000324115,1.759252356
MP_INCREASED_INTESTINAL_ADENOCARCINOMA_INCIDENCE,0.590050883,-0.090849113,4.452968507,5.24E-05,0.00032436,1.758013323
GOBP_NUCLEAR_ENVELOPE_ORGANIZATION,0.524074504,-0.069276673,4.45259788,5.24E-05,0.000324417,1.75687232
GOBP_TRNA_METABOLIC_PROCESS,0.662616355,-0.096081795,4.452405154,5.24E-05,0.000324417,1.756279015
MIR_6358_MIR_6376,0.421630635,-0.055350595,4.452400792,5.24E-05,0.000324417,1.756265585
HALLMARK_NOTCH_SIGNALING,0.383622299,-0.053086315,4.451548855,5.26E-05,0.000325139,1.753643018
GOMF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.362839657,-0.039950502,4.450477561,5.28E-05,0.000326097,1.750345466
MIR_6986_3P,0.249871881,-0.036232531,4.450257775,5.28E-05,0.000326149,1.74966898
MIR_1894_5P,0.363134032,-0.059677086,4.447783241,5.32E-05,0.000328613,1.742053416
MIR_7648_3P,0.311768607,-0.059387699,4.447348742,5.33E-05,0.000328896,1.740716382
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM,0.68030686,-0.136688227,4.446413776,5.35E-05,0.000329718,1.737839485
GOMF_3_5_EXONUCLEASE_ACTIVITY,0.536567971,-0.070087088,4.446086535,5.35E-05,0.000329887,1.736832618
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.294898859,-0.044698077,4.445790055,5.36E-05,0.000329971,1.735920422
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE,0.489730435,-0.062795858,4.445615778,5.36E-05,0.000329971,1.735384225
MIR_3067_5P,0.305442198,-0.022907669,4.445385264,5.37E-05,0.000329971,1.734675015
HALLMARK_G2M_CHECKPOINT,0.531949779,-0.072234049,4.445326642,5.37E-05,0.000329971,1.73449466
REACTOME_S_PHASE,0.630195709,-0.09594701,4.444806872,5.38E-05,0.000330096,1.732895575
GOBP_PEPTIDYL_PROLINE_MODIFICATION,0.532595495,-0.107686046,4.44462535,5.38E-05,0.000330096,1.732337134
MIR_6408,0.514770983,-0.066469573,4.444547227,5.38E-05,0.000330096,1.732096799
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_UP,0.408615422,-0.061524705,4.444531484,5.38E-05,0.000330096,1.732048366
YAMAZAKI_TCEB3_TARGETS_UP,0.324614534,-0.077437516,4.444166736,5.39E-05,0.000330306,1.730926282
MIR_467A_5P,0.297736752,-0.051721908,4.443848113,5.39E-05,0.000330467,1.72994612
GOMF_GTPASE_ACTIVATOR_ACTIVITY,0.432618839,-0.074838058,4.442032733,5.43E-05,0.000332247,1.724362091
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS,0.359344707,-0.066051464,4.441496967,5.43E-05,0.000332476,1.722714266
GOMF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY,0.607163956,-0.08867437,4.44148281,5.44E-05,0.000332476,1.722670723
BOYLAN_MULTIPLE_MYELOMA_D_UP,0.28013628,-0.042039021,4.441304225,5.44E-05,0.000332486,1.722121478
GOBP_REGULATION_OF_CLATHRIN_DEPENDENT_ENDOCYTOSIS,0.485609126,-0.089941744,4.44029763,5.46E-05,0.000333397,1.719025811
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,0.493126342,-0.079370073,4.438361759,5.49E-05,0.000335191,1.713073019
REACTOME_RAB_REGULATION_OF_TRAFFICKING,0.536750826,-0.077671419,4.438315065,5.49E-05,0.000335191,1.712929449
GOBP_RESPONSE_TO_LEUCINE,0.804807424,-0.127000882,4.438076358,5.50E-05,0.000335267,1.712195499
GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION,0.56818852,-0.093397822,4.435817966,5.54E-05,0.000337561,1.705252397
GOBP_SYNAPTIC_VESICLE_LUMEN_ACIDIFICATION,0.412979692,0.030111643,4.434915724,5.55E-05,0.000338194,1.702478968
MIR_7662_5P,0.373047507,-0.081865261,4.434830424,5.55E-05,0.000338194,1.702216774
GOBP_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,0.503286323,-0.034857724,4.434738039,5.56E-05,0.000338194,1.701932802
WP_MONOAMINE_GPCRS,-0.643216544,0.095577007,-4.434471159,5.56E-05,0.000338302,1.701112486
MIR_1970B_5P,0.366598147,-0.047825519,4.433328761,5.58E-05,0.000339206,1.69760128
GOBP_ENTRAINMENT_OF_CIRCADIAN_CLOCK,0.531067972,-0.082966557,4.433316289,5.58E-05,0.000339206,1.697562948
GOCC_MRNA_CLEAVAGE_AND_POLYADENYLATION_SPECIFICITY_FACTOR_COMPLEX,0.616248972,-0.10322604,4.432636435,5.59E-05,0.000339732,1.69547356
GOCC_DIHYDROLIPOYL_DEHYDROGENASE_COMPLEX,0.504048927,-0.048725537,4.432505129,5.60E-05,0.000339732,1.695070033
MIR_682,0.273142361,-0.019977942,4.431831394,5.61E-05,0.000340293,1.692999593
HALLMARK_E2F_TARGETS,0.584032839,-0.084095679,4.431176827,5.62E-05,0.000340834,1.690988176
GOCC_CILIARY_ROOTLET,0.416526982,-0.022338548,4.429527271,5.65E-05,0.000342485,1.685919773
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION,0.690648756,-0.080849183,4.428733595,5.67E-05,0.000343185,1.683481397
REACTOME_GLYCOLYSIS,0.605385373,-0.099797771,4.428118681,5.68E-05,0.000343518,1.681592337
